出現形,基幹表現,部位,方言地方,標準病名,ICD-10,エビデンス
右の胸が痛い,,,-1,前胸部痛,R072,CS
右胸の前の方が痛い,,,-1,前胸部痛,R072,CS
右胸部痛,,,-1,前胸部痛,R072,CS
右前胸部疼痛,,,-1,前胸部痛,R072,CS
右側の胸が痛い,,,-1,前胸部痛,R072,CS
右側の胸に痛みがある,,,-1,前胸部痛,R072,CS
右側の胸のあたりが痛い症状,,,-1,前胸部痛,R072,CS
右側の胸の前の部分が痛いこと,,,-1,前胸部痛,R072,CS
右側の胸の痛み,,,-1,前胸部痛,R072,CS
胸いた,,,-1,前胸部痛,R072,CS
胸の左上が痛い,,,-1,前胸部痛,R072,CS
胸痛い,,,-1,前胸部痛,R072,CS
左の胸の痛み,,,-1,前胸部痛,R072,CS
左胸が痛い,,,-1,前胸部痛,R072,CS
左胸の前の方痛い,,,-1,前胸部痛,R072,CS
左胸痛,,,-1,前胸部痛,R072,CS
左前の胸部に痛みがある,,,-1,前胸部痛,R072,CS
左前胸部の痛み,,,-1,前胸部痛,R072,CS
左前胸部打撲,,,-1,前胸部痛,R072,CS
三半規管が弱っている,-1,-1,-1,前庭障害,H819,AEX
三半規管の機能低下,-1,-1,-1,前庭障害,H819,AEX
前提機能障害,-1,-1,-1,前庭障害,H819,AEX
前提機能低下,-1,-1,-1,前庭障害,H819,AEX
前提機能不全,-1,-1,-1,前庭障害,H819,AEX
腕がガクガクする,ガクガク,腕,,前腕筋肉痛,M7913,Web
腕がガタガタ,ガタガタ,腕,,前腕筋肉痛,M7913,Web
腕がギリギリと,ギリギリ,腕,,前腕筋肉痛,M7913,Web
からだがだるい,,,-1,全身倦怠感,R53,CS
すごくだるい,,,-1,全身倦怠感,R53,CS
たいそい,,,-1,全身倦怠感,R53,CS
ダルい,,,-1,全身倦怠感,R53,CS
だるい感じ,,,-1,全身倦怠感,R53,CS
ダルさ,,,-1,全身倦怠感,R53,CS
やる気が起きない。,,,-1,全身倦怠感,R53,CS
外傷はないが身体が怠い状態,,,-1,全身倦怠感,R53,CS
気だるい状態,,,-1,全身倦怠感,R53,CS
気だるさ,,,-1,全身倦怠感,R53,CS
重い,,,-1,全身倦怠感,R53,CS
身体が重い,,,-1,全身倦怠感,R53,CS
身体に嫌悪感,,,-1,全身倦怠感,R53,CS
全身がだるい,,,-1,全身倦怠感,R53,CS
全身が怠い,,,-1,全身倦怠感,R53,CS
全身だるい,,,-1,全身倦怠感,R53,CS
全身のだるさ,,,-1,全身倦怠感,R53,CS
全身疲労,,,-1,全身倦怠感,R53,CS
全身疲労感,,,-1,全身倦怠感,R53,CS
体が全体的にだるいこと,,,-1,全身倦怠感,R53,CS
体中えらい,,,-1,全身倦怠感,R53,CS
体中がだるい,,,-1,全身倦怠感,R53,CS
怠い,,,-1,全身倦怠感,R53,CS
疲労困憊,,,-1,全身倦怠感,R53,CS
SIRS,,,-1,全身性炎症反応症候群,R688,CS
アナフィラキシーショック,,,-1,全身性炎症反応症候群,R688,CS
こうぐん,,,-1,全身性炎症反応症候群,R688,CS
身体全体に炎症が起きる,,,-1,全身性炎症反応症候群,R688,CS
全身が炎症起こしてる感じ,,,-1,全身性炎症反応症候群,R688,CS
全身に炎症がある,,,-1,全身性炎症反応症候群,R688,CS
全身の炎症,,,-1,全身性炎症反応症候群,R688,CS
全身性の急性炎症反応,,,-1,全身性炎症反応症候群,R688,CS
からだのむくみ,,,-1,全身性浮腫,R601,CS
ぜんしんがはれている,,,-1,全身性浮腫,R601,CS
身体のむくみ,,,-1,全身性浮腫,R601,CS
身体中がむくむ,,,-1,全身性浮腫,R601,CS
絶望,,,-1,全身性浮腫,R601,CS
全身がむくむ,,,-1,全身性浮腫,R601,CS
全身がむくんでいる,,,-1,全身性浮腫,R601,CS
全身がん,,,-1,全身性浮腫,R601,CS
全身が腫れている,,,-1,全身性浮腫,R601,CS
全身が浮腫む,,,-1,全身性浮腫,R601,CS
全身にむくみが出る,,,-1,全身性浮腫,R601,CS
全身に腫れものができる,,,-1,全身性浮腫,R601,CS
全身に水ぶくれ,,,-1,全身性浮腫,R601,CS
全身の腫れ,,,-1,全身性浮腫,R601,CS
全身の浮腫み,,,-1,全身性浮腫,R601,CS
全身むくみ,,,-1,全身性浮腫,R601,CS
全身むくんどる,,,-1,全身性浮腫,R601,CS
全身性むくみ,,,-1,全身性浮腫,R601,CS
全身浮腫,,,-1,全身性浮腫,R601,CS
全体的にだるい,,,-1,全身性浮腫,R601,CS
体がむくむ,,,-1,全身性浮腫,R601,CS
体が腫れている,,,-1,全身性浮腫,R601,CS
体が浮腫んでいる腫れている,,,-1,全身性浮腫,R601,CS
体のむくみ,,,-1,全身性浮腫,R601,CS
体全体がむくんでる,,,-1,全身性浮腫,R601,CS
体全体が腫れる,,,-1,全身性浮腫,R601,CS
体全体が浮腫む,,,-1,全身性浮腫,R601,CS
体全体に腫れがある,,,-1,全身性浮腫,R601,CS
体中が浮腫む,,,-1,全身性浮腫,R601,CS
体中できもの,,,-1,全身性浮腫,R601,CS
体中にできもの,,,-1,全身性浮腫,R601,CS
体中のむくみ,,,-1,全身性浮腫,R601,CS
体中の浮腫み,,,-1,全身性浮腫,R601,CS
浮腫,,,-1,全身性浮腫,R601,CS
浮腫み,,,-1,全身性浮腫,R601,CS
いたみ,,,-1,全身痛,R529,CS
筋肉痛,,,-1,全身痛,R529,CS
身体の痛み,,,-1,全身痛,R529,CS
身体中が痛い,,,-1,全身痛,R529,CS
節々が痛い,,,-1,全身痛,R529,CS
線維筋痛症,,,-1,全身痛,R529,CS
繊維筋痛症,,,-1,全身痛,R529,CS
前身が痛い,,,-1,全身痛,R529,CS
全身がいたい,,,-1,全身痛,R529,CS
全身が痛い,,,-1,全身痛,R529,CS
全身に痛みが走る,,,-1,全身痛,R529,CS
全身の体の痛み,,,-1,全身痛,R529,CS
全身の痛み,,,-1,全身痛,R529,CS
体が痛い,,,-1,全身痛,R529,CS
体の痛み,,,-1,全身痛,R529,CS
体全体の痛み,,,-1,全身痛,R529,CS
体中が痛い,,,-1,全身痛,R529,CS
体中の痛み,,,-1,全身痛,R529,CS
体中痛い,,,-1,全身痛,R529,CS
痛い病,,,-1,全身痛,R529,CS
痛みます,,,-1,全身痛,R529,CS
身体全部が痙攣すること,,,-1,全身痙攣,R568,CS
身体中が痙攣すること,,,-1,全身痙攣,R568,CS
震え,,,-1,全身痙攣,R568,CS
全身がしびれる,,,-1,全身痙攣,R568,CS
全身で痙攣が起こる,,,-1,全身痙攣,R568,CS
全身に痙攣が起きている,,,-1,全身痙攣,R568,CS
全身に痙攣が見られた,,,-1,全身痙攣,R568,CS
全身まひ,,,-1,全身痙攣,R568,CS
全身マヒ,,,-1,全身痙攣,R568,CS
全身麻痺,,,-1,全身痙攣,R568,CS
体がぴくぴくする,,,-1,全身痙攣,R568,CS
体の痙攣,,,-1,全身痙攣,R568,CS
体全体がマヒ,,,-1,全身痙攣,R568,CS
体全体の痙攣,,,-1,全身痙攣,R568,CS
頭から足先までの痙攣,,,-1,全身痙攣,R568,CS
痙攣発作,,,-1,全身痙攣,R568,CS
キズ,-1,-1,-1,創傷,T141,AEX
きず,-1,-1,-1,創傷,T141,AEX
傷,-1,-1,-1,創傷,T141,AEX
創傷,-1,-1,-1,創傷,T141,AEX
顔がイライラする,イライラ,顔,-1,掻痒,L299,Web
顔がイラッとする,イラッ,顔,,掻痒,L299,Web
足がイライラする,イライラ,足,-1,掻痒,L299,Web
鼻がイライラ,イライラ,鼻,-1,掻痒,L299,Web
面がイライラ,イライラ,面,-1,掻痒,L299,Web
脛がカイカイ,カイカイ,脛,-1,掻痒,L299,Web
耳がピクピクする,ピクピク,耳,,掻痒感,L299,Web
耳がムズムズ,ムズムズ,耳,-1,掻痒感,L299,Web
鼻がムズムズ,ムズムズ,鼻,-1,掻痒感,L299,Web
きょうふつ,,,-1,側胸部痛,R073,CS
みぎむねいた,,,-1,側胸部痛,R073,CS
みぎむねぶつう,,,-1,側胸部痛,R073,CS
右の胸が痛くなる,,,-1,側胸部痛,R073,CS
右むねいたい,,,-1,側胸部痛,R073,CS
右側の胸が痛いこと,,,-1,側胸部痛,R073,CS
横っ腹いた,,,-1,側胸部痛,R073,CS
胸の右が痛い,,,-1,側胸部痛,R073,CS
胸の右側の痛み,,,-1,側胸部痛,R073,CS
胸の左側が痛い,,,-1,側胸部痛,R073,CS
胸痛,,,-1,側胸部痛,R073,CS
胸部左側の痛み,,,-1,側胸部痛,R073,CS
左の胸部が痛い,,,-1,側胸部痛,R073,CS
左の腹部の痛み,,,-1,側胸部痛,R073,CS
左わきの部分が痛い,,,-1,側胸部痛,R073,CS
左胸に痛みがはしる,,,-1,側胸部痛,R073,CS
左胸のいたみ,,,-1,側胸部痛,R073,CS
左胸の脇が痛い,,,-1,側胸部痛,R073,CS
左側の胸部が痛い,,,-1,側胸部痛,R073,CS
左側胸部打撲,,,-1,側胸部痛,R073,CS
循環器系の痛み,,,-1,側胸部痛,R073,CS
足が痛い,,,-1,側胸部痛,R073,CS
肋間神経痛,,,-1,側胸部痛,R073,CS
おなか痛,,,-1,側腹部痛,R104,CS
お腹の右が痛い,,,-1,側腹部痛,R104,CS
お腹の右側が痛い,,,-1,側腹部痛,R104,CS
お腹の右側の痛み,,,-1,側腹部痛,R104,CS
お腹の横が痛い,,,-1,側腹部痛,R104,CS
お腹の左が痛い,,,-1,側腹部痛,R104,CS
さしこみ,,,-1,側腹部痛,R104,CS
そくふく,,,-1,側腹部痛,R104,CS
側腹部痛,-1,側腹部,-1,側腹部痛,R104,AEX
はらいた,,,-1,側腹部痛,R104,CS
ひだりがわふくぶつう,,,-1,側腹部痛,R104,CS
よこはらいたみ,,,-1,側腹部痛,R104,CS
わき腹が痛い,-1,脇腹,-1,側腹部痛,R104,AEX
わき腹が痛む,-1,脇腹,-1,側腹部痛,R104,AEX
わき腹が疼く,,,-1,側腹部痛,R104,CS
わき腹の痛み,,,-1,側腹部痛,R104,CS
わき腹の痛み,-1,脇腹,-1,側腹部痛,R104,AEX
わき腹痛,,,-1,側腹部痛,R104,CS
わき腹痛,-1,脇腹,-1,側腹部痛,R104,AEX
右のおなかがいたい,,,-1,側腹部痛,R104,CS
右の腹が痛い,,,-1,側腹部痛,R104,CS
右の腹の痛み,,,-1,側腹部痛,R104,CS
右の腹痛,,,-1,側腹部痛,R104,CS
右の脇腹の痛み,,,-1,側腹部痛,R104,CS
右の脇腹痛,,,-1,側腹部痛,R104,CS
右わき腹が痛い,,,-1,側腹部痛,R104,CS
右わき腹痛,,,-1,側腹部痛,R104,CS
右わき腹疼痛,,,-1,側腹部痛,R104,CS
右横のお腹がいたい,,,-1,側腹部痛,R104,CS
右横腹が痛い,,,-1,側腹部痛,R104,CS
右横腹の痛み,,,-1,側腹部痛,R104,CS
右側の腹痛,,,-1,側腹部痛,R104,CS
右側の腹痛の痛み,,,-1,側腹部痛,R104,CS
右側腹部痛,,,-1,側腹部痛,R104,CS
右腹が痛い,,,-1,側腹部痛,R104,CS
右脇腹痛,,,-1,側腹部痛,R104,CS
横腹が痛い,,,-1,側腹部痛,R104,CS
横腹の痛み,,,-1,側腹部痛,R104,CS
左のおなかがいたい,,,-1,側腹部痛,R104,CS
左の腹が痛い,,,-1,側腹部痛,R104,CS
左の腹痛,,,-1,側腹部痛,R104,CS
左の脇腹痛,,,-1,側腹部痛,R104,CS
左わき腹の痛み,,,-1,側腹部痛,R104,CS
左わき腹疼痛,,,-1,側腹部痛,R104,CS
左横っ腹が痛い,,,-1,側腹部痛,R104,CS
左横腹が痛い,,,-1,側腹部痛,R104,CS
左側がお腹痛い,,,-1,側腹部痛,R104,CS
左側のおなかが痛い,,,-1,側腹部痛,R104,CS
左側のお腹が痛い,,,-1,側腹部痛,R104,CS
左側の腹が痛い,,,-1,側腹部痛,R104,CS
左側の腹部痛,,,-1,側腹部痛,R104,CS
左側腹部痛,,,-1,側腹部痛,R104,CS
左腹が痛い,,,-1,側腹部痛,R104,CS
左脇腹痛,,,-1,側腹部痛,R104,CS
腎臓機能障害,,,-1,側腹部痛,R104,CS
側腹部が痛い,-1,側腹部,-1,側腹部痛,R104,AEX
側腹部が痛む,-1,側腹部,-1,側腹部痛,R104,AEX
側腹部の痛み,-1,側腹部,-1,側腹部痛,R104,AEX
側腹部打撲,,,-1,側腹部痛,R104,CS
胆嚢炎,,,-1,側腹部痛,R104,CS
腹いた,,,-1,側腹部痛,R104,CS
腹が痛い,,,-1,側腹部痛,R104,CS
腹の右側痛い,,,-1,側腹部痛,R104,CS
腹側面の痛み,,,-1,側腹部痛,R104,CS
片腹痛い,,,-1,側腹部痛,R104,CS
盲腸,,,-1,側腹部痛,R104,CS
脇腹が痛い,-1,脇腹,-1,側腹部痛,R104,AEX
脇腹が痛む,,,-1,側腹部痛,R104,CS
脇腹が痛む,-1,脇腹,-1,側腹部痛,R104,AEX
脇腹の痛み,,,-1,側腹部痛,R104,CS
脇腹の痛み,-1,脇腹,-1,側腹部痛,R104,AEX
脇腹痛,-1,脇腹,-1,側腹部痛,R104,AEX
膵臓炎,,,-1,側腹部痛,R104,CS
いきぎれ,,,-1,息切れ,R060,CS
おしりにいぼ,,,-1,息切れ,R060,CS
ゼイゼイする,,,-1,息切れ,R060,CS
ぜいはあする,,,-1,息切れ,R060,CS
ハアハアする,,,-1,息切れ,R060,CS
はあはあと息をする,,,-1,息切れ,R060,CS
はあはあ言う,,,-1,息切れ,R060,CS
ろうさくじいきぎれ,,,-1,息切れ,R060,CS
咳,,,-1,息切れ,R060,CS
胸がつまる、、,,,-1,息切れ,R060,CS
呼吸がうまくできない,,,-1,息切れ,R060,CS
呼吸がままならない,,,-1,息切れ,R060,CS
呼吸異常,,,-1,息切れ,R060,CS
作業・労働時に呼吸が苦しい,,,-1,息切れ,R060,CS
作業時息切れ,,,-1,息切れ,R060,CS
作業中の息切れ,,,-1,息切れ,R060,CS
仕事中に息切れ,,,-1,息切れ,R060,CS
身体を動かしたときの呼吸困難,,,-1,息切れ,R060,CS
息があがる,,,-1,息切れ,R060,CS
息がしづらい,,,-1,息切れ,R060,CS
息がハアハアすること,,,-1,息切れ,R060,CS
息が荒い,,,-1,息切れ,R060,CS
息切れ,,,-1,息切れ,R060,CS
息切れがする,,,-1,息切れ,R060,CS
体を動かしている時に息苦しい,,,-1,息切れ,R060,CS
体力の限界,,,-1,息切れ,R060,CS
体力不足,,,-1,息切れ,R060,CS
途切れ途切れ,,,-1,息切れ,R060,CS
動いたときの息苦しさ,,,-1,息切れ,R060,CS
動いているときに息切れする,,,-1,息切れ,R060,CS
動いてハアハアする,,,-1,息切れ,R060,CS
動くとすぐに疲れる,,,-1,息切れ,R060,CS
動くとはあはあ言う,,,-1,息切れ,R060,CS
動くと呼吸がしづらくなる,,,-1,息切れ,R060,CS
動くと息が苦しい,,,-1,息切れ,R060,CS
動くと息が出来ない,,,-1,息切れ,R060,CS
動くと息苦しい,,,-1,息切れ,R060,CS
動くと息切れする,,,-1,息切れ,R060,CS
動機,,,-1,息切れ,R060,CS
肺部の疾患,,,-1,息切れ,R060,CS
疲れ,,,-1,息切れ,R060,CS
疲れからくる息切れ,,,-1,息切れ,R060,CS
疲労,,,-1,息切れ,R060,CS
連続的な呼吸が困難,,,-1,息切れ,R060,CS
労作,,,-1,息切れ,R060,CS
労作時息切れ,,,-1,息切れ,R060,CS
労作性呼吸困難,,,-1,息切れ,R060,CS
喘ぐ,,,-1,息切れ,R060,CS
かかとが痛い,-1,踵,-1,足痛,M7967,AEX
かかとが痛む,-1,踵,-1,足痛,M7967,AEX
かかとの痛み,-1,踵,-1,足痛,M7967,AEX
脚がズン,ズン,脚,,足痛,M7967,Web
足がギリギリと,ギリギリ,足,,足痛,M7967,Web
足がズンと,ズン,足,-1,足痛,M7967,Web
足の甲が痛い,-1,足の甲,-1,足痛,M7967,AEX
足の甲が痛む,-1,足の甲,-1,足痛,M7967,AEX
足の甲の痛み,-1,足の甲,-1,足痛,M7967,AEX
足背が痛い,-1,足背,-1,足痛,M7967,AEX
足背が痛む,-1,足背,-1,足痛,M7967,AEX
足背の痛み,-1,足背,-1,足痛,M7967,AEX
足背痛,-1,足背,-1,足痛,M7967,AEX
踵が痛い,-1,踵,-1,足痛,M7967,AEX
踵が痛む,-1,踵,-1,足痛,M7967,AEX
踵の痛み,-1,踵,-1,足痛,M7967,AEX
ソットウ,-1,-1,-1,卒倒,R55,AEX
そっとう,-1,-1,-1,卒倒,R55,AEX
卒倒,-1,-1,-1,卒倒,R55,AEX
倒れた,-1,-1,-1,卒倒,R55,AEX
倒れて,-1,-1,-1,卒倒,R55,AEX
倒れる,-1,-1,-1,卒倒,R55,AEX
アル中,,,-1,多飲症,R631,CS
いんりょうかた,,,-1,多飲症,R631,CS
おおのみ,,,-1,多飲症,R631,CS
たくさん飲む,,,-1,多飲症,R631,CS
のどかわいた,,,-1,多飲症,R631,CS
のんべえ,,,-1,多飲症,R631,CS
よく飲む,,,-1,多飲症,R631,CS
異常な水分摂取,,,-1,多飲症,R631,CS
飲みすぎる,,,-1,多飲症,R631,CS
飲み過ぎ,,,-1,多飲症,R631,CS
飲水量が多くて多尿を来す状態,,,-1,多飲症,R631,CS
喉が渇く,,,-1,多飲症,R631,CS
水を飲むことがやめられなくなる,,,-1,多飲症,R631,CS
水中毒,,,-1,多飲症,R631,CS
水分の取りすぎ,,,-1,多飲症,R631,CS
水分を過剰にとる,,,-1,多飲症,R631,CS
水分摂取過剰,,,-1,多飲症,R631,CS
多くの水分を飲みたがる状態,,,-1,多飲症,R631,CS
多く飲む,,,-1,多飲症,R631,CS
多飲,,,-1,多飲症,R631,CS
沢山飲む,,,-1,多飲症,R631,CS
暴飲,,,-1,多飲症,R631,CS
暴飲暴食,,,-1,多飲症,R631,CS
いっぱい飲むといっぱい尿が出る,,,-1,"多飲症,多尿","R631,R35",CS
いっぱい水分とっていっぱいおしっこすること,,,-1,"多飲症,多尿","R631,R35",CS
おおくのむとにょうがおおくでる,,,-1,"多飲症,多尿","R631,R35",CS
おしっこが多い,,,-1,"多飲症,多尿","R631,R35",CS
たくさん飲むからよくトイレ行く,,,-1,"多飲症,多尿","R631,R35",CS
たくさん飲んでたくさんオシッコが出る,,,-1,"多飲症,多尿","R631,R35",CS
たくさん飲んでたくさん尿が出る,,,-1,"多飲症,多尿","R631,R35",CS
たくさん飲んで沢山おしっこをする,,,-1,"多飲症,多尿","R631,R35",CS
たくさん水分をとりたくさん尿が出る,,,-1,"多飲症,多尿","R631,R35",CS
たくさん水分を取ったため尿がたくさん出てる,,,-1,"多飲症,多尿","R631,R35",CS
たくさん水分を取りたくさん排尿する,,,-1,"多飲症,多尿","R631,R35",CS
たくさん水分を摂ってたくさんおしっこがでる,,,-1,"多飲症,多尿","R631,R35",CS
たくさん尿が出る,,,-1,"多飲症,多尿","R631,R35",CS
ひんにょう,,,-1,"多飲症,多尿","R631,R35",CS
飲みすぎておしっこがたくさん出ること,,,-1,"多飲症,多尿","R631,R35",CS
飲み過ぎで尿がたくさんでる,,,-1,"多飲症,多尿","R631,R35",CS
飲み過ぎで尿が近いこと,,,-1,"多飲症,多尿","R631,R35",CS
飲む量も多く尿の出る量も多い,,,-1,"多飲症,多尿","R631,R35",CS
喉が渇きやすくトイレも近い,,,-1,"多飲症,多尿","R631,R35",CS
水をよく飲み色の薄い尿をよく出す,,,-1,"多飲症,多尿","R631,R35",CS
水分の取りすぎで沢山おしっこが出る,,,-1,"多飲症,多尿","R631,R35",CS
水分の摂り過ぎて尿が多く出る,,,-1,"多飲症,多尿","R631,R35",CS
水分を多く取り、尿が多いこと,,,-1,"多飲症,多尿","R631,R35",CS
水分摂取過剰からくる頻尿,,,-1,"多飲症,多尿","R631,R35",CS
多く飲んで多く排出する,,,-1,"多飲症,多尿","R631,R35",CS
あせかき,,,-1,多汗症,R619,CS
あせだぐ,,,-1,多汗症,R619,CS
あせっかき,,,-1,多汗症,R619,CS
あせをおおくかく,,,-1,多汗症,R619,CS
たかんしょう,-1,-1,-1,多汗症,R619,AEX
異常な汗の量,,,-1,多汗症,R619,CS
汗いっぱい出る事,,,-1,多汗症,R619,CS
汗がいっぱい出る,,,-1,多汗症,R619,CS
汗かき,,,-1,多汗症,R619,CS
汗かき,-1,-1,-1,多汗症,R619,AEX
汗がたくさんでる,,,-1,多汗症,R619,CS
汗がたくさん出る,,,-1,多汗症,R619,CS
汗が出る,,,-1,多汗症,R619,CS
汗が出過ぎ,,,-1,多汗症,R619,CS
汗が多い,,,-1,多汗症,R619,CS
汗が多い,-1,-1,-1,多汗症,R619,AEX
汗が多すぎる,,,-1,多汗症,R619,CS
汗だく,,,-1,多汗症,R619,CS
汗だくだく,,,-1,多汗症,R619,CS
汗っかき,,,-1,多汗症,R619,CS
汗のかきすぎ,,,-1,多汗症,R619,CS
汗をかきすぎる,,,-1,多汗症,R619,CS
汗をたくさんかく,,,-1,多汗症,R619,CS
水分補給症,,,-1,多汗症,R619,CS
凄い汗,,,-1,多汗症,R619,CS
多汗,,,-1,多汗症,R619,CS
多汗症,,,-1,多汗症,R619,CS
多汗症,-1,-1,-1,多汗症,R619,AEX
